区域,链接,标题,户型,面积,朝向,装修,楼层,楼层类型,总价(万),单价(元/平)
青山湖区,https://nc.lianjia.com/ershoufang/103131255862.html,次新小区 商场就在家门口 环境优美 户型方正,3室2厅,106.89平米,南,精装,高楼层(共34层),板塔结合,167,"15,624"
青山湖区,https://nc.lianjia.com/ershoufang/103139223006.html,青山湖边  配套成熟  户型方正,4室1厅,147.47平米,南,其他,中楼层(共6层),板楼,300,"20,344"
青山湖区,https://nc.lianjia.com/ershoufang/103138718627.html,顺外路新华电脑学院里面的房子，产证在手 可按揭,3室2厅,76.93平米,南 北,精装,中楼层(共6层),暂无数据,45.8,"5,954"
青山湖区,https://nc.lianjia.com/ershoufang/103137936852.html,一线湖景  两室两厅 户型 通透 双阳台 南大  付  中,2室2厅,97.74平米,南,其他,高楼层(共7层),暂无数据,80,"8,185"
青山湖区,https://nc.lianjia.com/ershoufang/103111742787.html,青山湖区 小洋房，海亮尊园近地铁4号线 配套齐全,2室2厅,86.63平米,南,毛坯,低楼层(共5层),板楼,61,"7,042"
青山湖区,https://nc.lianjia.com/ershoufang/103131978097.html,上海北路三房  中间楼层采光好 看房方便,3室2厅,90.31平米,南,简装,中楼层(共5层),暂无数据,85,"9,413"
青山湖区,https://nc.lianjia.com/ershoufang/103129560593.html,公园里精装两房大两房，全天太阳，拎包即住！,2室2厅,89.31平米,南,精装,中楼层(共16层),板楼,110,"12,317"
青山湖区,https://nc.lianjia.com/ershoufang/103124885083.html,九村大两居业主诚售 地铁一号线小区配套齐全生活便利,2室1厅,92.34平米,南 北,简装,中楼层(共7层),板楼,68,"7,365"
青山湖区,https://nc.lianjia.com/ershoufang/103131255862.html,次新小区 商场就在家门口 环境优美 户型方正,3室2厅,106.89平米,南,精装,高楼层(共34层),板塔结合,167,"15,624"
青山湖区,https://nc.lianjia.com/ershoufang/103113316326.html,户型分布方正，刚需客户的选择。,2室2厅,112.25平米,南,精装,高楼层(共11层),板楼,85,"7,573"
青山湖区,https://nc.lianjia.com/ershoufang/103132571384.html,香溢花城大三房 随时看房 临湖小区 环境优美,3室2厅,130.22平米,西,毛坯,低楼层(共29层),板塔结合,126,"9,676"
青山湖区,https://nc.lianjia.com/ershoufang/103126680013.html,公园旁的天然氧吧，为你居住提供更舒适的环境。,4室2厅,128.34平米,南,精装,低楼层(共6层),板楼,228,"17,766"
青山湖区,https://nc.lianjia.com/ershoufang/103137094596.html,满庭春MOMA 3室2厅 南,3室2厅,98.65平米,南,其他,中楼层(共18层),板塔结合,97,"9,833"
青山湖区,https://nc.lianjia.com/ershoufang/103120124959.html,世纪风情三期精装两房出售 直接入住,2室2厅,83.04平米,南,精装,低楼层(共18层),板楼,75,"9,032"
青山湖区,https://nc.lianjia.com/ershoufang/103134029433.html,小区带地暖 人车分流 环境优美,2室1厅,98.65平米,南,简装,中楼层(共18层),暂无数据,115,"11,658"
青山湖区,https://nc.lianjia.com/ershoufang/103129075447.html,北京东路地铁精装阳光三房，房东诚心出售,3室2厅,106.83平米,南,精装,高楼层(共32层),板塔结合,180,"16,850"
青山湖区,https://nc.lianjia.com/ershoufang/103129560593.html,公园里精装两房大两房，全天太阳，拎包即住！,2室2厅,89.31平米,南,精装,中楼层(共16层),板楼,110,"12,317"
青山湖区,https://nc.lianjia.com/ershoufang/103106204232.html,青山湖区 青山湖大道 海亮尊园精装三房,3室2厅,109.5平米,南 北,精装,高楼层(共25层),板楼,135,"12,329"
青山湖区,https://nc.lianjia.com/ershoufang/103137292370.html,青山湖畔 地铁4号线旁 集体供暖 临江三中旁 一路之隔,3室2厅,114.56平米,南,其他,高楼层(共18层),板楼,154.6,"13,496"
青山湖区,https://nc.lianjia.com/ershoufang/103137004787.html,"地铁口,12年的房龄,通透三房,近商场!",3室2厅,94.49平米,南 北,其他,高楼层(共6层),板楼,95,"10,054"
青山湖区,https://nc.lianjia.com/ershoufang/103137708918.html,中大府开发商精装3房   房东诚心卖房,3室2厅,84.2平米,南,其他,高楼层(共18层),塔楼,99,"11,758"
青山湖区,https://nc.lianjia.com/ershoufang/103137529597.html,师大南路地铁口 单位宿舍 全天太阳 户型方正,3室2厅,110.88平米,南,其他,高楼层(共5层),板楼,60,"5,412"
青山湖区,https://nc.lianjia.com/ershoufang/103137307461.html,出门就是地铁口，大两房采光无挡，看房方便,2室2厅,99.69平米,南 北,其他,中楼层(共19层),板楼,100,"10,032"
青山湖区,https://nc.lianjia.com/ershoufang/103136116940.html,户型方正 实际面积大 可作店面 出行方便,2室2厅,87.96平米,南,其他,低楼层(共8层),板楼,73,"8,300"
青山湖区,https://nc.lianjia.com/ershoufang/103137192460.html,湖滨花苑 正规大户型 诚心出售  价格可以谈,3室2厅,148.3平米,南,其他,低楼层(共8层),平房,87,"5,867"
青山湖区,https://nc.lianjia.com/ershoufang/103136543205.html,艾溪湖畔 装修好 大三房 带车位 带储藏间 户型通透,3室2厅,144.84平米,南,其他,低楼层(共11层),板塔结合,188,"12,980"
青山湖区,https://nc.lianjia.com/ershoufang/103138444367.html,酱制品宿舍（解放西路140号） 3室2厅 南,3室2厅,125.96平米,南,其他,低楼层(共8层),板塔结合,73.8,"5,860"
青山湖区,https://nc.lianjia.com/ershoufang/103138923383.html,此房户型手续齐全，格局好，采光好，无遮挡，出行方便,3室1厅,94.85平米,南,其他,高楼层(共8层),板楼,72,"7,591"
青山湖区,https://nc.lianjia.com/ershoufang/103137170785.html,金色水岸  朝南  大平层   急出,3室2厅,160.47平米,南,其他,中楼层(共29层),板塔结合,90,"5,609"
青山湖区,https://nc.lianjia.com/ershoufang/103138477795.html,玉带河畔 单位宿舍 小区可停车 挨着公安局,3室2厅,116.33平米,南 北,其他,高楼层(共7层),暂无数据,53,"4,557"
青山湖区,https://nc.lianjia.com/ershoufang/103138479555.html,地铁口刚需一房，地铁，商场配套齐全,2室1厅,54.91平米,南,其他,高楼层(共7层),板楼,40,"7,285"
青山湖区,https://nc.lianjia.com/ershoufang/103137653435.html,艾溪湖公园南溪湖春天大三房     房东诚心出售,3室2厅,152.01平米,南,其他,低楼层(共11层),板楼,165,"10,855"
青山湖区,https://nc.lianjia.com/ershoufang/103137846164.html,近地铁、梦时代、精装大三房、生活配套齐全,3室2厅,143.68平米,南 西南,其他,低楼层(共6层),暂无数据,128,"8,909"
青山湖区,https://nc.lianjia.com/ershoufang/103137986835.html,卖良心房，买放心房，非诚勿扰，等待有缘人。,2室2厅,86.26平米,南,精装,高楼层(共18层),板塔结合,69.9,"8,104"
青山湖区,https://nc.lianjia.com/ershoufang/103135156553.html,地铁口 有教育集团 小区环境优美 采光好 诚心出售,3室2厅,108.12平米,南,精装,高楼层(共28层),暂无数据,102,"9,434"
青山湖区,https://nc.lianjia.com/ershoufang/103135662197.html,金三银四  自住装修  有个车库  诚心卖  通透三房,3室2厅,125.31平米,南,简装,中楼层(共6层),板楼,112,"8,938"
青山湖区,https://nc.lianjia.com/ershoufang/103135553670.html,尚东大道楼下地铁，交通方便，出门就是商场！,1室1厅,61.25平米,北,精装,低楼层(共19层),板楼,62,"10,123"
青山湖区,https://nc.lianjia.com/ershoufang/103120124959.html,世纪风情三期精装两房出售 直接入住,2室2厅,83.04平米,南,精装,低楼层(共18层),板楼,75,"9,032"
青山湖区,https://nc.lianjia.com/ershoufang/103138718627.html,顺外路新华电脑学院里面的房子，产证在手 可按揭,3室2厅,76.93平米,南 北,精装,中楼层(共6层),暂无数据,45.8,"5,954"
青山湖区,https://nc.lianjia.com/ershoufang/103137094596.html,满庭春MOMA 3室2厅 南,3室2厅,98.65平米,南,其他,中楼层(共18层),板塔结合,97,"9,833"
青山湖区,https://nc.lianjia.com/ershoufang/103132923910.html,地铁口 南昌二中旁 有大露台 未入住过新房,3室2厅,108.76平米,南,精装,低楼层(共28层),暂无数据,120,"11,034"
青山湖区,https://nc.lianjia.com/ershoufang/103134010138.html,房子户型好，全屋通透。交通便利，门口有菜市场。,3室2厅,97.69平米,南,精装,高楼层(共6层),板楼,83,"8,497"
青山湖区,https://nc.lianjia.com/ershoufang/103129283953.html,诚心卖、房子带个车位、看中可谈,3室2厅,84.53平米,南,精装,高楼层(共18层),塔楼,120,"14,197"
青山湖区,https://nc.lianjia.com/ershoufang/103129516899.html,优秀格局 视野宽阔 采光充足 设施齐全,3室2厅,121.11平米,南 北,精装,低楼层(共6层),平房,125,"10,322"
青山湖区,https://nc.lianjia.com/ershoufang/103131415751.html,中间楼层，两房朝南，业主自住，诚心出售,2室1厅,81.24平米,南,精装,中楼层(共18层),板塔结合,85,"10,463"
青山湖区,https://nc.lianjia.com/ershoufang/103131502932.html,水榭尚都 实用两房 全天太阳光线好,2室1厅,79.01平米,南,精装,中楼层(共11层),板楼,72,"9,113"
青山湖区,https://nc.lianjia.com/ershoufang/103135229642.html,绿都阳光上东 两房两厅一卫 有地铁 高铁 公交 商场,2室2厅,84.51平米,南,精装,高楼层(共18层),板楼,67,"7,929"
青山湖区,https://nc.lianjia.com/ershoufang/103138675931.html,青山湖万达旁 万科城四期 精装 拎包入住 随时看,3室2厅,95.73平米,东南,其他,高楼层(共17层),塔楼,110,"11,491"
青山湖区,https://nc.lianjia.com/ershoufang/103138075140.html,世纪风情一期 4室2厅 西南 西北,4室2厅,149.66平米,西南 西北,其他,高楼层(共6层),板楼,135,"9,021"
青山湖区,https://nc.lianjia.com/ershoufang/103110704742.html,世纪风情一期 设施完善 价格实惠 交通便利 地铁口,2室2厅,102.03平米,南,精装,高楼层(共9层),板塔结合,90,"8,821"
青山湖区,https://nc.lianjia.com/ershoufang/103112896298.html,本房位置好，梦时代地铁口 电梯房中间楼层采光无挡,1室1厅,37.26平米,北,精装,中楼层(共31层),板塔结合,42,"11,273"
青山湖区,https://nc.lianjia.com/ershoufang/103139081348.html,正规大三房，近地铁，江科，全天太阳无挡,3室2厅,125.35平米,南,其他,低楼层(共13层),板楼,96,"7,659"
青山湖区,https://nc.lianjia.com/ershoufang/103128999276.html,广场旁、全新装修、中间楼层、近地铁、二中旁,2室1厅,72.58平米,南 北,精装,中楼层(共18层),板楼,75,"10,334"
青山湖区,https://nc.lianjia.com/ershoufang/103129890665.html,万科物业 户型端正 业主诚心出售,3室2厅,122.28平米,南,精装,中楼层(共18层),暂无数据,120,"9,814"
青山湖区,https://nc.lianjia.com/ershoufang/103113792354.html,上下两层  带露台  多功能间   居住舒适  价格低,4室2厅,135.76平米,南,精装,高楼层(共6层),板楼,115,"8,471"
青山湖区,https://nc.lianjia.com/ershoufang/103119952109.html,世纪风情三期 房东自住装修两房 装修保养好 拎包入住,2室2厅,86.2平米,南 北,精装,中楼层(共11层),板塔结合,85,"9,861"
青山湖区,https://nc.lianjia.com/ershoufang/103120194047.html,通透格局 近1号地铁和万达 精装房 近几年精装房,2室2厅,96.01平米,南 北,精装,低楼层(共11层),板楼,90,"9,375"
青山湖区,https://nc.lianjia.com/ershoufang/103137709328.html,地铁口 电梯房中上楼层 三面朝南采光好 三房两卫,3室1厅,95.33平米,南,其他,高楼层(共15层),板楼,95,"9,966"
青山湖区,https://nc.lianjia.com/ershoufang/103136679820.html,万科城四期 地铁口 通透洋房精装3房 凤凰楼层,3室2厅,122.4平米,南 北,其他,中楼层(共11层),板楼,166,"13,563"
青山湖区,https://nc.lianjia.com/ershoufang/103138278299.html,舒适怡人的居住环境，生活的保障，交通便利,2室2厅,66.26平米,南 北,其他,高楼层(共7层),板楼,45,"6,792"
青山湖区,https://nc.lianjia.com/ershoufang/103116679394.html,艾溪湖畔 上下两层  全明户型  中式风格,5室4厅,268.51平米,南,精装,高楼层(共12层),板楼,226,"8,417"
青山湖区,https://nc.lianjia.com/ershoufang/103110031151.html,高新大道与北京东路交叉口 尚东大道 旁边就是地铁口,2室1厅,61.25平米,南,精装,中楼层(共19层),板楼,62,"10,123"
青山湖区,https://nc.lianjia.com/ershoufang/103114314286.html,卖房了，卖房了，卖房了，卖房了。,1室1厅,44.83平米,南 北,精装,高楼层(共18层),板楼,47,"10,485"
青山湖区,https://nc.lianjia.com/ershoufang/103124609126.html,青年梦想置业之家，交通便利，社区个性，贴心物业,2室2厅,96.07平米,南,精装,中楼层(共18层),板楼,85,"8,848"
青山湖区,https://nc.lianjia.com/ershoufang/103129505748.html,水岸菁华 3室1厅 南,3室1厅,122.62平米,南,精装,低楼层(共11层),板楼,178,"14,517"
青山湖区,https://nc.lianjia.com/ershoufang/103129820842.html,中大府 三房两厅两卫 有地铁 高铁东站,3室2厅,117.03平米,南,精装,低楼层(共10层),暂无数据,155,"13,245"
青山湖区,https://nc.lianjia.com/ershoufang/103116462215.html,地铁口 两房朝南 精装可拎包入住 看房随时方便,2室2厅,84.43平米,南,精装,高楼层(共6层),板楼,75,"8,884"
青山湖区,https://nc.lianjia.com/ershoufang/103126621398.html,有花园地下室两层，房子上下一起四层，诚售可沟通,3室2厅,116.79平米,南,毛坯,低楼层(共10层),暂无数据,165,"14,128"
青山湖区,https://nc.lianjia.com/ershoufang/103126089245.html,诚心出售，有钥匙，带储藏间，地段好，楼层好,2室1厅,67.21平米,南 北,简装,中楼层(共7层),板楼,48,"7,142"
青山湖区,https://nc.lianjia.com/ershoufang/103136331312.html,靠小区里面安静 视线开阔无挡  南北通透,4室2厅,144.76平米,南 北,其他,中楼层(共33层),板楼,170,"11,744"
青山湖区,https://nc.lianjia.com/ershoufang/103128309872.html,青山湖电力小区  精装3房2厅2卫 诚心出售 价格可以谈,3室2厅,154平米,南,精装,中楼层(共26层),板塔结合,246,"15,975"
青山湖区,https://nc.lianjia.com/ershoufang/103132979187.html,近青山湖万科，小高层，楼层位置佳，客厅开间宽敞明亮,4室2厅,163.44平米,南,毛坯,高楼层(共9层),板楼,180,"11,014"
青山湖区,https://nc.lianjia.com/ershoufang/103132696898.html,青山湖畔 环境优美 视野开阔 湖*景,2室2厅,94.99平米,南 北,毛坯,高楼层(共29层),板塔结合,125,"13,160"
青山湖区,https://nc.lianjia.com/ershoufang/103139964313.html,满五年 出入方便 三房两卫 得房率高 诚意卖,3室2厅,117.9平米,南 北,其他,高楼层(共17层),板楼,126,"10,688"
青山湖区,https://nc.lianjia.com/ershoufang/103137234079.html,万科青山湖 精装房 品质小区 万科物业,3室1厅,163.87平米,南,其他,高楼层(共29层),板楼,350,"21,359"
青山湖区,https://nc.lianjia.com/ershoufang/103132829248.html,江纺住宅一区 正南朝向 近地铁 交通便捷 低密度,2室1厅,75.96平米,南,简装,低楼层(共7层),暂无数据,57,"7,504"
青山湖区,https://nc.lianjia.com/ershoufang/103135825855.html,此房户型格局好，采光好，无遮挡，出行方便,2室1厅,62.24平米,南,其他,高楼层(共7层),板楼,30,"4,821"
青山湖区,https://nc.lianjia.com/ershoufang/103138116055.html,青山湖东 花园洋房 中间楼层通透户型,3室2厅,127.25平米,西南 西北,其他,中楼层(共5层),板楼,188,"14,775"
青山湖区,https://nc.lianjia.com/ershoufang/103135038189.html,湖景花园 3 房 中间楼层 燕鸣岛旁边,3室2厅,101.89平米,南,精装,中楼层(共7层),板楼,115,"11,287"
青山湖区,https://nc.lianjia.com/ershoufang/103130479624.html,户型方正。楼层好，采光好，诚心出售，看中价格可谈,2室1厅,58.72平米,南 北,精装,中楼层(共6层),平房,46,"7,834"
青山湖区,https://nc.lianjia.com/ershoufang/103127704140.html,户型端正 万科物业 看房联系..,3室1厅,125.44平米,南 北,精装,低楼层(共18层),板楼,100,"7,972"
青山湖区,https://nc.lianjia.com/ershoufang/103138835400.html,梦时代旁次新房     精装修出售,3室2厅,115.43平米,南,精装,低楼层(共32层),暂无数据,185,"16,028"
青山湖区,https://nc.lianjia.com/ershoufang/103122951604.html,顺外路 现代庄园 联排别墅 小区环境好 精装修 诚售,5室2厅,263.38平米,南 北,精装,3层,板塔结合,265,"10,062"
青山湖区,https://nc.lianjia.com/ershoufang/103139396396.html,诚心出售，生活配套齐全，出行便利,2室2厅,85.53平米,南,其他,低楼层(共7层),板楼,60,"7,016"
青山湖区,https://nc.lianjia.com/ershoufang/103112263504.html,南航隔壁 书香门第 近二号线地铁 空间大得房率高,4室2厅,123.41平米,南 北,精装,中楼层(共6层),塔楼,88,"7,131"
青山湖区,https://nc.lianjia.com/ershoufang/103133333990.html,上海路地铁口... 准新房..小区环境绿化好,3室2厅,100.19平米,南 北,精装,中楼层(共32层),暂无数据,183,"18,266"
青山湖区,https://nc.lianjia.com/ershoufang/103139524674.html,通透两房，配套齐全，出行便利，拎包入住,2室1厅,76.28平米,南,其他,高楼层(共6层),板楼,58,"7,604"
青山湖区,https://nc.lianjia.com/ershoufang/103138167634.html,总价低，出入便利，双阳台，正规一室一厅,1室1厅,71.34平米,东北,其他,高楼层(共23层),塔楼,29.8,"4,178"
青山湖区,https://nc.lianjia.com/ershoufang/103138637352.html,带天然气 民用水电 通透性好 采光充足 交通便利,2室1厅,62.28平米,北,其他,中楼层(共25层),板楼,40,"6,423"
青山湖区,https://nc.lianjia.com/ershoufang/103134923633.html,艾溪湖畔 南北通透精装修 户型端正 带车位和储藏间,4室2厅,152.01平米,南 北,精装,低楼层(共11层),板楼,180,"11,842"
青山湖区,https://nc.lianjia.com/ershoufang/103139812351.html,万科公园里洋房精装四房出门艾溪湖,4室2厅,127.89平米,南 北,其他,中楼层(共8层),板楼,170,"13,293"
青山湖区,https://nc.lianjia.com/ershoufang/103115767169.html,视野良好，采光充足，交通便利，配套齐全,1室1厅,33.82平米,南,精装,高楼层(共6层),板塔结合,38,"11,236"
青山湖区,https://nc.lianjia.com/ershoufang/103139734162.html,江纺球场 江纺医院 一室 中间楼层 好停车,1室0厅,39.24平米,东 南,其他,低楼层(共3层),暂无数据,20,"5,097"
青山湖区,https://nc.lianjia.com/ershoufang/103133361811.html,顺外路 御锦 通透大四房 太阳光线好 诚心出售,4室2厅,173.7平米,南,精装,中楼层(共8层),板楼,133,"7,657"
青山湖区,https://nc.lianjia.com/ershoufang/103130743108.html,大唐世家，电梯洋房，二号线沿线，龙湖天街,3室2厅,97.03平米,南,精装,中楼层(共7层),暂无数据,100,"10,307"
青山湖区,https://nc.lianjia.com/ershoufang/103125704802.html,万科物业，环境好的，房东诚心卖，,3室2厅,95.42平米,南,精装,高楼层(共18层),板楼,97,"10,166"
青山湖区,https://nc.lianjia.com/ershoufang/103121509938.html,公园里品质小区 环境好安保强 业主自住温馨装修诚心售,4室2厅,147.67平米,南,精装,高楼层(共6层),板楼,218,"14,763"
青山湖区,https://nc.lianjia.com/ershoufang/103114525473.html,青山湖大道 近地铁 新房 精装通透  价格好谈诚售,2室2厅,95.31平米,南,精装,高楼层(共6层),平房,100,"10,493"
青山湖区,https://nc.lianjia.com/ershoufang/103132706469.html,满庭春 毛坯三房 近地铁 近临江三中 集中供暖,3室2厅,114.56平米,南 北,毛坯,中楼层(共18层),板楼,132,"11,523"
青山湖区,https://nc.lianjia.com/ershoufang/103123337392.html,青山湖玉泉岛公寓旁 环境优雅 罕见3房 业主诚售 好谈,3室2厅,101.43平米,南,简装,中楼层(共7层),板楼,119,"11,733"
青山湖区,https://nc.lianjia.com/ershoufang/103122047109.html,万科品质有保障 公园美景围绕 小区好,3室2厅,98.81平米,南 北,毛坯,低楼层(共22层),板楼,125,"12,651"
青山湖区,https://nc.lianjia.com/ershoufang/103128306467.html,香溢花城二区 2020年装修3房 九成新,3室2厅,137.95平米,南,精装,中楼层(共28层),板塔结合,190,"13,774"
青山湖区,https://nc.lianjia.com/ershoufang/103120989599.html,坐落于青山湖畔小区品质很好物业也很负责，住的很舒适,1室1厅,40.43平米,南 北,简装,中楼层(共33层),板楼,75,"18,551"
青山湖区,https://nc.lianjia.com/ershoufang/103115833281.html,青山湖畔 香溢花城 电梯毛胚房 房东调外地工作,2室2厅,89.64平米,南,毛坯,中楼层(共28层),板塔结合,110,"12,272"
青山湖区,https://nc.lianjia.com/ershoufang/103131040983.html,房东诚售，产权清晰，随时签约，看房方便。,3室2厅,144.59平米,南 北,简装,高楼层(共8层),板塔结合,87,"6,018"
青山湖区,https://nc.lianjia.com/ershoufang/103132959761.html,满庭春精装房 近地铁口 近学* 房东急售,3室2厅,98.67平米,南,精装,中楼层(共18层),板楼,80,"8,108"
青山湖区,https://nc.lianjia.com/ershoufang/103137791039.html,带车位 万科公园里 精装通透3房 价钱好商量 诚心出售,3室2厅,118.48平米,南 北,其他,低楼层(共22层),板楼,125,"10,551"
青山湖区,https://nc.lianjia.com/ershoufang/103134999501.html,青山湖带地暖小区，临4号线地铁口,2室2厅,103.58平米,南,精装,低楼层(共18层),板楼,88,"8,496"
青山湖区,https://nc.lianjia.com/ershoufang/103128703447.html,此房户型手续齐全，格局好，采光好，无遮挡，出行方便,2室2厅,95.31平米,南,精装,中楼层(共6层),平房,105,"11,017"
青山湖区,https://nc.lianjia.com/ershoufang/103137770659.html,精装修 拎包入住 铁路校  业主诚心出售,2室2厅,53.43平米,南,精装,中楼层(共7层),板楼,39,"7,300"
青山湖区,https://nc.lianjia.com/ershoufang/103106238349.html,现代庄园 上下三层 五房三卫 房东诚售 约看,5室2厅,256平米,南,简装,1层,板塔结合,176,"6,875"
青山湖区,https://nc.lianjia.com/ershoufang/103137584239.html,坐落于青山湖畔，小区品质很好，物业也很负责,1室1厅,40.43平米,西,其他,中楼层(共33层),板楼,78,"19,293"
青山湖区,https://nc.lianjia.com/ershoufang/103133927960.html,此房户型手续齐全，格局好，采光好，无遮挡，出行方便,2室1厅,50.5平米,南,简装,低楼层(共6层),板塔结合,35,"6,931"
青山湖区,https://nc.lianjia.com/ershoufang/103132859079.html,房东诚心出售，采光良好，交通便利,2室2厅,79.81平米,南 北,精装,中楼层(共8层),板楼,60,"7,518"
青山湖区,https://nc.lianjia.com/ershoufang/103137989321.html,万科品质叠墅，中间楼层带电梯，总高5层，随时看房。,3室2厅,133.21平米,南,其他,中楼层(共6层),板塔结合,120,"9,009"
青山湖区,https://nc.lianjia.com/ershoufang/103138177553.html,房子采光好，停车方便，交通很便利,2室1厅,58.73平米,南,其他,中楼层(共8层),暂无数据,49,"8,344"
青山湖区,https://nc.lianjia.com/ershoufang/103126745121.html,房子还在卖，看房联系  一楼带院子  楼栋位置很好,3室2厅,110.2平米,南 北,精装,低楼层(共8层),板楼,168,"15,246"
青山湖区,https://nc.lianjia.com/ershoufang/103124193851.html,大唐世家，精装电梯洋房，设施配套齐全,2室2厅,79.04平米,南,精装,中楼层(共7层),板塔结合,95,"12,020"
青山湖区,https://nc.lianjia.com/ershoufang/103108723367.html,天水怡景花园二期此房满五 环境优美 绿化佳 青山湖畔,3室2厅,171.79平米,南 北,简装,低楼层(共26层),板楼,206,"11,992"
青山湖区,https://nc.lianjia.com/ershoufang/103122026490.html,广电中心生活区 精装修两室两厅 带25平院子,2室2厅,69.97平米,南,精装,低楼层(共6层),板楼,89,"12,720"
青山湖区,https://nc.lianjia.com/ershoufang/103120387112.html,户型好，环境好，交通方便， 双地铁,5室3厅,234.97平米,南 北,简装,高楼层(共8层),板楼,165,"7,023"
青山湖区,https://nc.lianjia.com/ershoufang/103125328686.html,湖东家园 顶楼复式带大露台 业主诚售看房随时联系,5室2厅,120.17平米,南,精装,高楼层(共7层),板楼,140,"11,651"
青山湖区,https://nc.lianjia.com/ershoufang/103126683442.html,北京东路  地铁口  中间楼层 2房,2室1厅,70.86平米,南 北,简装,中楼层(共6层),板楼,46,"6,492"
青山湖区,https://nc.lianjia.com/ershoufang/103119856825.html,国贸天悦 精装修 一号地铁 万科物业,4室1厅,127.36平米,南 北,精装,低楼层(共18层),板楼,270,"21,200"
青山湖区,https://nc.lianjia.com/ershoufang/103118192831.html,湖景花园 精装复式4房 紧靠燕鸣岛,4室3厅,134.22平米,南,精装,高楼层(共7层),板楼,156,"11,623"
青山湖区,https://nc.lianjia.com/ershoufang/103124480322.html,香溢花城二区 精装3房 带60多平米地下室,3室2厅,137.12平米,南 北,精装,低楼层(共7层),板楼,250,"18,233"
青山湖区,https://nc.lianjia.com/ershoufang/103121001989.html,南苑小区 精装两房 近地铁商场 生活便利,2室1厅,61.03平米,南,简装,中楼层(共6层),暂无数据,45,"7,374"
青山湖区,https://nc.lianjia.com/ershoufang/103115931987.html,卖房了  卖房啦     卖房啦,3室2厅,96.2平米,南,精装,低楼层(共18层),板楼,85,"8,836"
青山湖区,https://nc.lianjia.com/ershoufang/103139271909.html,刚需两房，装修保养的不错，诚心出售欢迎看房,2室1厅,69.49平米,南,其他,低楼层(共7层),板楼,63,"9,067"
青山湖区,https://nc.lianjia.com/ershoufang/103126659048.html,万科品质楼盘，房东自住精装修，诚意出售，看房方便。,3室2厅,119.89平米,南 北,精装,下叠(共6层),板楼,133,"11,094"
青山湖区,https://nc.lianjia.com/ershoufang/103139778269.html,万科红郡  精装小三房 家具家电齐全  诚心出售！！,3室1厅,86.23平米,南 北,其他,中楼层(共6层),板楼,76,"8,814"
青山湖区,https://nc.lianjia.com/ershoufang/103119096744.html,天水怡景花园洋房地中海装修，40平大院子，电力公司旁,3室2厅,123.74平米,南 北,精装,低楼层(共5层),板楼,210,"16,972"
青山湖区,https://nc.lianjia.com/ershoufang/103113231070.html,此房满五唯一，房东诚心出售看房方便，精装出售,1室1厅,44.83平米,南,精装,低楼层(共18层),板楼,53,"11,823"
青山湖区,https://nc.lianjia.com/ershoufang/103130502904.html,地铁口，新装修，上下两次复式，三房两卫,3室2厅,100.29平米,南 北,精装,高楼层(共5层),板楼,90,"8,974"
青山湖区,https://nc.lianjia.com/ershoufang/103131852190.html,江大南路 天虹商场旁 1号地铁口200米 户型好,2室2厅,109.13平米,南,精装,中楼层(共8层),暂无数据,80,"7,331"
青山湖区,https://nc.lianjia.com/ershoufang/103122230015.html,青山湖万达旁 上下两层精装修 实惠出售,2室2厅,74.64平米,南,精装,高楼层(共6层),塔楼,50,"6,699"
青山湖区,https://nc.lianjia.com/ershoufang/103122942067.html,邻近4号线地铁口，小区集中供暖,3室2厅,107.61平米,南,毛坯,低楼层(共18层),板楼,112,"10,408"
青山湖区,https://nc.lianjia.com/ershoufang/103123400441.html,世纪风情二期150平的大露台 烧烤种花 小孩的乐园,4室1厅,155.62平米,南 北,精装,低楼层(共16层),板楼,150,"9,639"
青山湖区,https://nc.lianjia.com/ershoufang/103121696993.html,青山湖畔 湖东家园 中间楼层 户型通风 采光好 诚售,2室2厅,72.86平米,南,精装,高楼层(共7层),板楼,88,"12,078"
青山湖区,https://nc.lianjia.com/ershoufang/103121995364.html,配套成熟，南航教师楼，交通便利距地铁二号线1.2公里,2室2厅,94.01平米,南 北,毛坯,低楼层(共6层),塔楼,75,"7,978"
青山湖区,https://nc.lianjia.com/ershoufang/103122415164.html,广电宿舍带储物间 两室两厅 通透户型 好停车有物业,2室2厅,90.3平米,南,简装,高楼层(共7层),板楼,60,"6,645"
青山湖区,https://nc.lianjia.com/ershoufang/103122282395.html,近梦时代，楼层好，全天太阳，诚心出售！,3室1厅,77.61平米,南,精装,中楼层(共5层),板楼,51.6,"6,649"
青山湖区,https://nc.lianjia.com/ershoufang/103121031123.html,艾溪湖公园南 溪湖春天毛坯房子  房东诚心卖,2室1厅,112.3平米,南 北,毛坯,高楼层(共12层),板塔结合,145,"12,912"
青山湖区,https://nc.lianjia.com/ershoufang/103122037274.html,环境小区  南航里面   西临上海路  东靠青山湖大道,4室2厅,123.41平米,南,精装,低楼层(共6层),塔楼,100,"8,104"
青山湖区,https://nc.lianjia.com/ershoufang/103121031167.html,有车位带储藏间艾溪湖边大户型阳光房,3室2厅,87.72平米,南 北,毛坯,高楼层(共12层),板塔结合,124,"14,136"
青山湖区,https://nc.lianjia.com/ershoufang/103132526946.html,南北通透 户型方正 东端户 地铁口,3室2厅,108.16平米,南 北,精装,中楼层(共24层),板塔结合,125,"11,557"
